attendance_id,date,status
A_c48e71,2016-06-02,Present
A_38262d,2016-06-03,Present
A_e3a2e9,2016-06-06,Tardy
A_965838,2016-06-07,Present
A_3ac71a,2016-06-08,Present
A_256a6b,2016-06-09,Present
A_e7fa10,2015-08-24,Present
A_9df451,2015-08-25,Present
A_99ee27,2015-08-26,Present
A_ba3ca7,2015-08-27,Present
A_5bb97b,2015-08-28,Tardy
A_289fff,2015-08-31,Present
A_1e5589,2015-09-01,Present
A_7468c8,2015-09-02,Present
A_b99d9d,2015-09-03,Present
A_324cf1,2015-09-04,Present
A_89fe4c,2015-09-08,Present
A_0d241f,2015-09-09,Present
A_507bea,2015-09-10,Present
A_905482,2015-09-11,Present
A_2db775,2015-09-14,Present
A_222c34,2015-09-15,Present
A_f60b27,2015-09-16,Present
A_13a11f,2015-09-17,Present
A_eaa02c,2015-09-18,Present
A_aaed04,2015-09-21,Present
A_470d8d,2015-09-22,Present
A_ff861a,2015-09-23,Present
A_cef1a2,2015-09-24,Present
A_a77d8a,2015-09-25,Present
A_e259d4,2015-09-28,Present
A_6c168f,2015-09-29,Present
A_a9f5d9,2015-09-30,Present
A_5aba19,2015-10-01,Present
A_91ee32,2015-10-02,Present
A_59a4e9,2015-10-05,Present
A_51724e,2015-10-06,Present
A_fa497b,2015-10-07,Present
A_59f8eb,2015-10-08,Present
A_d67720,2015-10-12,Present
A_76d5a4,2015-10-13,Present
A_bb5bc5,2015-10-14,Present
A_335415,2015-10-15,Present
A_f2d9c5,2015-10-16,Tardy
A_b9bf5a,2015-10-19,Present
A_a145a8,2015-10-20,Present
A_acd3cf,2015-10-21,Present
A_629243,2015-10-22,Present
A_08f514,2015-10-23,Present
A_4b2447,2015-10-26,Present
A_7fd82c,2015-10-27,Present
A_c0477f,2015-10-28,Absent
A_c87312,2015-10-29,Present
A_9d39bc,2015-10-30,Present
A_378ddc,2015-11-02,Present
A_4288d1,2015-11-03,Present
A_431abf,2015-11-04,Absent
A_d262d5,2015-11-05,Present
A_3e6ff9,2015-11-06,Present
A_8af9a0,2015-11-09,Present
A_52a274,2015-11-10,Tardy
A_d0dd0f,2015-11-11,Present
A_3257a9,2015-11-12,Present
A_51a4e2,2015-11-13,Present
A_3a2e86,2015-11-16,Present
A_ebd0ec,2015-11-17,Present
A_32f6fa,2015-11-18,Present
A_1adb4b,2015-11-19,Present
A_e7c200,2015-11-20,Present
A_8ab96a,2015-11-23,Tardy
A_fca5bf,2015-11-24,Present
A_a66aa4,2015-11-25,Present
A_963375,2015-11-30,Present
A_81a063,2015-12-01,Absent
A_9d716b,2015-12-02,Present
A_5e0b64,2015-12-03,Present
A_5f8697,2015-12-04,Present
A_beda3e,2015-12-07,Present
A_5d4e37,2015-12-08,Present
A_78dc25,2015-12-09,Absent
A_117f7b,2015-12-10,Present
A_69b886,2015-12-11,Present
A_1a60c6,2015-12-14,Present
A_af8f8a,2015-12-15,Present
A_6d93ea,2015-12-16,Present
A_015ca6,2015-12-17,Present
A_f8a057,2015-12-18,Present
A_461ce6,2016-01-05,Present
A_955c26,2016-01-06,Present
A_e82584,2016-01-07,Present
A_68a30d,2016-01-08,Present
A_dda067,2016-01-11,Present
A_58ec59,2016-01-12,Present
A_6165b4,2016-01-13,Absent
A_5e84aa,2016-01-14,Present
A_a3d415,2016-01-15,Present
A_6e1e5a,2016-01-19,Present
A_b8d3c4,2016-01-20,Present
A_59cd39,2016-01-21,Present
A_96bdda,2016-01-22,Present
A_610885,2016-01-25,Present
A_7763ce,2016-01-26,Present
A_84c485,2016-01-27,Present
A_3b94ee,2016-01-28,Present
A_3c5ebb,2016-01-29,Present
A_71587b,2016-02-01,Present
A_dda170,2016-02-02,Absent
A_89c389,2016-02-03,Present
A_db5d01,2016-02-04,Present
A_26f69c,2016-02-05,Present
A_1ac8c2,2016-02-08,Present
A_7b7fec,2016-02-09,Present
A_31c3c7,2016-02-10,Present
A_1d1527,2016-02-11,Present
A_848011,2016-02-12,Present
A_eee168,2016-02-16,Tardy
A_305a00,2016-02-17,Present
A_76be16,2016-02-18,Present
A_5202d5,2016-02-19,Absent
A_394c3a,2016-02-22,Present
A_ac4c80,2016-02-23,Present
A_2350b5,2016-02-24,Present
A_e2ee1c,2016-02-25,Present
A_654373,2016-02-26,Absent
A_6aa305,2016-02-29,Present
A_e1c2b9,2016-03-01,Present
A_89eddb,2016-03-02,Present
A_184cbe,2016-03-03,Present
A_f11d6b,2016-03-04,Present
A_28559b,2016-03-07,Present
A_063445,2016-03-08,Absent
A_d3f141,2016-03-09,Present
A_9ccf28,2016-03-10,Present
A_47891f,2016-03-11,Present
A_074c4f,2016-03-14,Present
A_9dac1e,2016-03-15,Absent
A_bc0aa7,2016-03-16,Present
A_777dd3,2016-03-17,Present
A_90df13,2016-03-18,Present
A_311f34,2016-03-21,Present
A_327c1c,2016-03-22,Absent
A_8e66ec,2016-03-23,Present
A_92112d,2016-03-24,Present
A_5b0834,2016-03-25,Present
A_522be8,2016-04-04,Present
A_9db9e3,2016-04-05,Present
A_2174ab,2016-04-06,Present
A_f1adcf,2016-04-07,Present
A_07c22a,2016-04-08,Present
A_275cc0,2016-04-11,Present
A_d8763e,2016-04-12,Present
A_ec0c22,2016-04-13,Absent
A_914729,2016-04-14,Present
A_6d74ae,2016-04-15,Present
A_699c78,2016-04-18,Present
A_d789c3,2016-04-19,Present
A_4b2b93,2016-04-20,Present
A_ab7ed0,2016-04-21,Present
A_a3ad4d,2016-04-22,Absent
A_1b7dcc,2016-04-25,Present
A_709de3,2016-04-26,Present
A_b0ea4d,2016-04-27,Present
A_ed6fa4,2016-04-28,Present
A_6c83a8,2016-04-29,Tardy
A_c802ba,2016-05-02,Present
A_2fc871,2016-05-03,Absent
A_7d69d5,2016-05-04,Present
A_a7199d,2016-05-05,Present
A_b907e8,2016-05-06,Present
A_128dc8,2016-05-09,Present
A_5714b1,2016-05-10,Present
A_584ac7,2016-05-11,Present
A_ca7bb8,2016-05-12,Present
A_64d406,2016-05-13,Present
A_4b7372,2016-05-16,Present
A_11cbce,2016-05-17,Present
A_fe762a,2016-05-18,Present
A_07bb12,2016-05-19,Present
A_e97e97,2016-05-20,Present
A_463db4,2016-05-23,Absent
A_986b1b,2016-05-24,Present
A_3865fe,2016-05-25,Present
A_0de4b0,2016-05-26,Present
A_2c0d45,2016-05-27,Present
A_307e71,2016-05-31,Present
A_32aab0,2016-06-01,Present
A_f00913,2016-06-02,Tardy
A_0fbf8a,2016-06-03,Absent
A_8c2926,2016-06-06,Absent
A_df765d,2016-06-07,Present
A_f60cb0,2016-06-08,Present
A_69c178,2016-06-09,Present
A_3aedd0,2015-08-24,Present
A_8235cb,2015-08-25,Present
A_7b2e3a,2015-08-26,Present
A_e77312,2015-08-27,Present
A_24ee04,2015-08-28,Present
A_ee1e3d,2015-08-31,Present
A_b2a3f0,2015-09-01,Present
A_948416,2015-09-02,Present
A_834a39,2015-09-03,Present
A_f01179,2015-09-04,Present
A_1b40fb,2015-09-08,Present
A_3b60a8,2015-09-09,Present
A_3182ed,2015-09-10,Present
A_54f59a,2015-09-11,Present
A_320733,2015-09-14,Present
A_e871ba,2015-09-15,Present
A_8b36cc,2015-09-16,Present
A_b2e235,2015-09-17,Present
A_f34769,2015-09-18,Present
A_e4cb2c,2015-09-21,Present
A_95e70a,2015-09-22,Present
A_ed055f,2015-09-23,Present
A_89d553,2015-09-24,Present
A_04a05e,2015-09-25,Present
A_5a5e73,2015-09-28,Tardy
A_b39fdc,2015-09-29,Present
A_4d985e,2015-09-30,Present
A_0b17c1,2015-10-01,Present
A_1daedf,2015-10-02,Present
A_2f1f48,2015-10-05,Present
A_43eba7,2015-10-06,Present
A_6ca3bc,2015-10-07,Present
A_e0daf6,2015-10-08,Present
A_445a94,2015-10-12,Present
A_fea392,2015-10-13,Present
A_3487e0,2015-10-14,Present
A_88956f,2015-10-15,Present
A_108c0f,2015-10-16,Present
A_4a2d7b,2015-10-19,Present
A_513486,2015-10-20,Tardy
A_e7dce2,2015-10-21,Present
A_d6e41a,2015-10-22,Present
A_19cbe0,2015-10-23,Absent
A_182726,2015-10-26,Present
A_005e6d,2015-10-27,Present
A_244d61,2015-10-28,Present
A_6d663f,2015-10-29,Present
A_244005,2015-10-30,Present
A_6c8962,2015-11-02,Present
A_9a8f8d,2015-11-03,Present
A_a5b65a,2015-11-04,Present
A_ed483c,2015-11-05,Present
A_4f1d2b,2015-11-06,Present
A_b7d9bd,2015-11-09,Present
A_163b05,2015-11-10,Present
A_acf3d4,2015-11-11,Present
A_631f4b,2015-11-12,Present
A_8d6e05,2015-11-13,Present
A_6d77f5,2015-11-16,Present
A_5a6d4b,2015-11-17,Absent
A_17e8bf,2015-11-18,Present
A_2b6c86,2015-11-19,Present
A_b564b3,2015-11-20,Present
A_d43c91,2015-11-23,Present
A_3ec3bc,2015-11-24,Present
A_ef24f1,2015-11-25,Present
A_910a45,2015-11-30,Present
A_92aad7,2015-12-01,Present
A_aff9ac,2015-12-02,Present
A_b4ac98,2015-12-03,Present
A_50cbe5,2015-12-04,Present
A_b07bba,2015-12-07,Present
A_129a44,2015-12-08,Present
A_0afedd,2015-12-09,Present
A_6892ff,2015-12-10,Present
A_41722b,2015-12-11,Present
A_b1756e,2015-12-14,Present
A_333b9d,2015-12-15,Tardy
A_9455d6,2015-12-16,Absent
A_44a950,2015-12-17,Present
A_c40d1d,2015-12-18,Present
A_a955b5,2016-01-05,Tardy
A_58ff56,2016-01-06,Present
A_596441,2016-01-07,Present
A_bbba06,2016-01-08,Present
A_167e1e,2016-01-11,Present
A_7497df,2016-01-12,Present
A_9cd443,2016-01-13,Present
A_cb6d1e,2016-01-14,Present
A_8765e3,2016-01-15,Present
A_76309b,2016-01-19,Present
A_a7c506,2016-01-20,Present
A_5865be,2016-01-21,Present
A_432770,2016-01-22,Present
A_cc7a0a,2016-01-25,Present
A_f33d32,2016-01-26,Present
A_dc63af,2016-01-27,Present
A_0bb48e,2016-01-28,Present
A_abb82c,2016-01-29,Present
A_3bf515,2016-02-01,Present
A_714692,2016-02-02,Present
A_fd684d,2016-02-03,Present
A_b370ca,2016-02-04,Present
A_a82341,2016-02-05,Present
A_da036a,2016-02-08,Present
A_64c123,2016-02-09,Present
A_116bfa,2016-02-10,Present
A_ee091b,2016-02-11,Present
A_17f050,2016-02-12,Present
A_21fae6,2016-02-16,Present
A_6749cc,2016-02-17,Present
A_add8e4,2016-02-18,Present
A_be8696,2016-02-19,Present
A_95da5a,2016-02-22,Present
A_d5d5da,2016-02-23,Present
A_fc9d66,2016-02-24,Present
A_5a940b,2016-02-25,Present
A_b8305b,2016-02-26,Present
A_f3e740,2016-02-29,Present
A_589b94,2016-03-01,Present
A_690ef7,2016-03-02,Present
A_761116,2016-03-03,Present
A_27cfd3,2016-03-04,Present
A_97dd4f,2016-03-07,Present
A_79999f,2016-03-08,Present
A_0b3f2a,2016-03-09,Present
A_ebf4eb,2016-03-10,Present
A_942fb2,2016-03-11,Present
A_f42286,2016-03-14,Present
A_9972bb,2016-03-15,Present
A_7f209d,2016-03-16,Present
A_cbe39e,2016-03-17,Present
A_7afce0,2016-03-18,Present
A_af2f7e,2016-03-21,Present
A_0254b2,2016-03-22,Present
A_c9e68e,2016-03-23,Present
A_3306ad,2016-03-24,Present
A_750402,2016-03-25,Present
A_086c8c,2016-04-04,Present
A_c8c240,2016-04-05,Present
A_be4a4c,2016-04-06,Present
A_5561f9,2016-04-07,Present
A_65d63d,2016-04-08,Present
A_5526ac,2016-04-11,Present
A_0557e5,2016-04-12,Present
A_416d9b,2016-04-13,Present
A_14fb7b,2016-04-14,Present
A_4455f8,2016-04-15,Tardy
A_ea8e2a,2016-04-18,Present
A_85df38,2016-04-19,Present
A_ec8e93,2016-04-20,Present
A_bd6d84,2016-04-21,Present
A_245bd3,2016-04-22,Present
A_9214aa,2016-04-25,Present
A_28519c,2016-04-26,Present
A_4c38e2,2016-04-27,Present
A_2bf0bf,2016-04-28,Present
A_ffb4da,2016-04-29,Present
A_e6e512,2016-05-02,Present
A_740a88,2016-05-03,Present
A_5febe9,2016-05-04,Present
A_6fbfc2,2016-05-05,Present
A_7bc1af,2016-05-06,Tardy
A_82c4f7,2016-05-09,Present
A_35bb3e,2016-05-10,Present
A_c0bc3b,2016-05-11,Present
A_532379,2016-05-12,Present
A_06e10c,2016-05-13,Present
A_0d932a,2016-05-16,Present
A_58847f,2016-05-17,Present
A_2503b2,2016-05-18,Present
A_6ed993,2016-05-19,Present
A_fb4be2,2016-05-20,Present
A_801717,2016-05-23,Present
A_54b2ed,2016-05-24,Present
A_27ccd5,2016-05-25,Tardy
A_c4f124,2016-05-26,Present
A_db8665,2016-05-27,Present
A_15bd1e,2016-05-31,Present
A_35db8d,2016-06-01,Present
A_e7755d,2016-06-02,Present
A_dc618d,2016-06-03,Tardy
A_6b402b,2016-06-06,Present
A_21da30,2016-06-07,Present
A_2f96ff,2016-06-08,Present
A_8d8579,2016-06-09,Present
A_d22cac,2015-08-24,Present
A_d4be70,2015-08-25,Present
A_67a413,2015-08-26,Present
A_b4d840,2015-08-27,Present
A_039133,2015-08-28,Present
A_d3ac9a,2015-08-31,Present
A_0da8c2,2015-09-01,Present
A_dc3500,2015-09-02,Present
A_c67c94,2015-09-03,Present
A_b94537,2015-09-04,Present
A_8fa4bd,2015-09-08,Present
A_b7171a,2015-09-09,Present
A_121b13,2015-09-10,Present
A_72420b,2015-09-11,Present
A_12ddeb,2015-09-14,Present
A_e70d35,2015-09-15,Present
A_bed2dc,2015-09-16,Present
A_5804d1,2015-09-17,Present
A_a05288,2015-09-18,Absent
A_add1f6,2015-09-21,Present
A_e23b69,2015-09-22,Present
A_969b9b,2015-09-23,Present
A_e9fcb8,2015-09-24,Present
A_127162,2015-09-25,Present
A_4d62af,2015-09-28,Present
A_5c41e5,2015-09-29,Present
A_7f549d,2015-09-30,Present
A_542a4b,2015-10-01,Present
A_eb5dba,2015-10-02,Present
A_31d9c0,2015-10-05,Present
A_83c264,2015-10-06,Present
A_493886,2015-10-07,Present
A_958de6,2015-10-08,Present
A_61ed0b,2015-10-12,Present
A_8d4d1e,2015-10-13,Present
A_fc1927,2015-10-14,Present
A_d19f43,2015-10-15,Present
A_41aa3e,2015-10-16,Present
A_411eca,2015-10-19,Present
A_243761,2015-10-20,Present
A_24b525,2015-10-21,Present
A_9616d3,2015-10-22,Present
A_be192d,2015-10-23,Present
A_f9f951,2015-10-26,Present
A_94b809,2015-10-27,Absent
A_fe3854,2015-10-28,Present
A_229e65,2015-10-29,Present
A_e585e3,2015-10-30,Present
A_ea19fb,2015-11-02,Present
A_8c9677,2015-11-03,Present
A_33fa62,2015-11-04,Present
A_262ccb,2015-11-05,Present
A_2ca336,2015-11-06,Present
A_0420b9,2015-11-09,Present
A_df525a,2015-11-10,Present
A_fef692,2015-11-11,Present
A_ff228a,2015-11-12,Absent
A_a4e1cd,2015-11-13,Present
A_f032eb,2015-11-16,Present
A_166831,2015-11-17,Present
A_5c574f,2015-11-18,Present
A_9d682d,2015-11-19,Present
A_0d3b04,2015-11-20,Present
A_18b573,2015-11-23,Absent
A_a902b5,2015-11-24,Tardy
A_cd5ac1,2015-11-25,Present
A_de00a1,2015-11-30,Present
A_a4b6ab,2015-12-01,Present
A_aadf15,2015-12-02,Present
A_77444c,2015-12-03,Present
A_85aabc,2015-12-04,Present
A_97a2e1,2015-12-07,Present
A_9703b5,2015-12-08,Present
A_823a04,2015-12-09,Present
A_843a43,2015-12-10,Present
A_c014a3,2015-12-11,Present
A_3bae09,2015-12-14,Present
A_33eec7,2015-12-15,Present
A_2b7a49,2015-12-16,Present
A_325787,2015-12-17,Present
A_17ac2b,2015-12-18,Present
A_6766e0,2016-01-05,Present
A_30e21a,2016-01-06,Present
A_9518b3,2016-01-07,Present
A_d5ab13,2016-01-08,Present
A_9ff360,2016-01-11,Present
A_e910d5,2016-01-12,Present
A_8d948c,2016-01-13,Present
A_bfdd0c,2016-01-14,Absent
A_9fe84d,2016-01-15,Present
A_1e5b45,2016-01-19,Present
A_223771,2016-01-20,Present
A_d1f320,2016-01-21,Present
A_5fb7b5,2016-01-22,Present
A_843543,2016-01-25,Present
A_89c4b5,2016-01-26,Present
A_e3decd,2016-01-27,Present
A_788e29,2016-01-28,Tardy
A_76f90d,2016-01-29,Present
A_f8ecec,2016-02-01,Present
A_70f224,2016-02-02,Present
A_49f1f3,2016-02-03,Present
A_aefd9c,2016-02-04,Absent
A_8ef9be,2016-02-05,Present
A_e45b98,2016-02-08,Present
A_82159b,2016-02-09,Present
A_f01d9b,2016-02-10,Present
A_43be83,2016-02-11,Present
A_8ca7c2,2016-02-12,Present
A_10dc35,2016-02-16,Present
A_987c35,2016-02-17,Present
A_ac3206,2016-02-18,Present
A_5e7a6f,2016-02-19,Present
A_bd5102,2016-02-22,Present
A_971c9c,2016-02-23,Present
A_e5456a,2016-02-24,Present
A_8a0a3d,2016-02-25,Present
A_c51742,2016-02-26,Present
A_9289a5,2016-02-29,Present
A_12f06a,2016-03-01,Present
A_83305b,2016-03-02,Present
A_5c46fa,2016-03-03,Present
A_c0053f,2016-03-04,Present
A_27c001,2016-03-07,Present
A_2ba026,2016-03-08,Present
A_60aa2f,2016-03-09,Present
A_5fab7b,2016-03-10,Present
A_32a49f,2016-03-11,Present
A_3c6c99,2016-03-14,Present
A_3d72ec,2016-03-15,Present
A_4c5ecb,2016-03-16,Present
A_f5d9fc,2016-03-17,Present
A_a52621,2016-03-18,Tardy
A_9f1c8b,2016-03-21,Present
A_b382c5,2016-03-22,Present
A_854641,2016-03-23,Absent
A_8a2fe9,2016-03-24,Present
A_edc34f,2016-03-25,Present
A_0ee778,2016-04-04,Present
A_445f50,2016-04-05,Present
A_1d601c,2016-04-06,Present
A_478731,2016-04-07,Present
A_6cc1fc,2016-04-08,Present
A_c4a79e,2016-04-11,Present
A_285e71,2016-04-12,Present
A_e0ec14,2016-04-13,Present
A_3abcaf,2016-04-14,Present
A_81f2e8,2016-04-15,Present
A_bcdcfb,2016-04-18,Present
A_94e7d3,2016-04-19,Present
A_10a0fb,2016-04-20,Present
A_c8e3f7,2016-04-21,Present
A_0c6d44,2016-04-22,Present
A_4ca268,2016-04-25,Present
A_f332d8,2016-04-26,Present
A_afe310,2016-04-27,Present
A_b2ec31,2016-04-28,Present
A_e0c2c0,2016-04-29,Present
A_d6bb20,2016-05-02,Present
A_2038c8,2016-05-03,Present
A_f617e5,2016-05-04,Present
A_827132,2016-05-05,Present
A_77fa9a,2016-05-06,Present
A_0f2ed4,2016-05-09,Present
A_852e73,2016-05-10,Present
A_d365aa,2016-05-11,Present
A_5485b6,2016-05-12,Present
A_c80693,2016-05-13,Present
A_d8f805,2016-05-16,Present
A_eb0428,2016-05-17,Present
A_fcc961,2016-05-18,Present
A_6990d7,2016-05-19,Present
A_822530,2016-05-20,Present
A_defd5f,2016-05-23,Present
A_b670f3,2016-05-24,Present
A_ce3358,2016-05-25,Present
A_1d5091,2016-05-26,Present
A_b318cb,2016-05-27,Present
A_e10543,2016-05-31,Present
A_6b0d96,2016-06-01,Present
A_f04fdf,2016-06-02,Present
A_1bb3eb,2016-06-03,Absent
A_789561,2016-06-06,Present
A_3274e6,2016-06-07,Present
A_e95dac,2016-06-08,Present
A_dfa991,2016-06-09,Present
A_0a77a4,2015-08-24,Present
A_239068,2015-08-25,Present
A_59e52b,2015-08-26,Present
A_4884fa,2015-08-27,Present
A_78093d,2015-08-28,Present
A_b8100b,2015-08-31,Present
A_925e01,2015-09-01,Present
A_10657e,2015-09-02,Present
A_9a5977,2015-09-03,Present
A_047085,2015-09-04,Present
A_b0174d,2015-09-08,Present
A_7e61f5,2015-09-09,Present
A_e88c59,2015-09-10,Present
A_ac112f,2015-09-11,Present
A_b3b60f,2015-09-14,Present
A_5154ab,2015-09-15,Present
A_785869,2015-09-16,Present
A_26cd16,2015-09-17,Present
A_384086,2015-09-18,Present
A_624ab1,2015-09-21,Present
A_1c017d,2015-09-22,Present
A_c4f125,2015-09-23,Present
A_068f4c,2015-09-24,Present
A_e68d70,2015-09-25,Present
A_3bd216,2015-09-28,Present
A_00b953,2015-09-29,Present
A_f5a16b,2015-09-30,Present
A_f76b33,2015-10-01,Present
A_5b1625,2015-10-02,Present
A_000d38,2015-10-05,Tardy
A_089e9d,2015-10-06,Present
A_1ba5c5,2015-10-07,Present
A_a1bae4,2015-10-08,Present
A_c2489d,2015-10-12,Present
A_c3a634,2015-10-13,Present
A_7733d2,2015-10-14,Present
A_94b03e,2015-10-15,Present
A_615b65,2015-10-16,Present
A_c6b84d,2015-10-19,Present
A_62b511,2015-10-20,Present
A_1da161,2015-10-21,Present
A_afe735,2015-10-22,Present
A_a20517,2015-10-23,Present
A_e01eab,2015-10-26,Present
A_172625,2015-10-27,Present
A_0973c8,2015-10-28,Present
A_5b74cf,2015-10-29,Present
A_c6838f,2015-10-30,Present
A_0da022,2015-11-02,Present
A_c72c48,2015-11-03,Present
A_e39911,2015-11-04,Absent
A_1e3d40,2015-11-05,Present
A_42c0dd,2015-11-06,Present
A_d4f507,2015-11-09,Present
A_77502e,2015-11-10,Present
A_7c362c,2015-11-11,Absent
A_fe137c,2015-11-12,Tardy
A_8ed0ac,2015-11-13,Present
A_ce51d1,2015-11-16,Present
A_23b767,2015-11-17,Present
A_3680df,2015-11-18,Present
A_b458b1,2015-11-19,Present
A_95470d,2015-11-20,Present
A_513820,2015-11-23,Present
A_bbd6a8,2015-11-24,Present
A_0b1d32,2015-11-25,Present
A_b78c21,2015-11-30,Present
A_cf62b7,2015-12-01,Present
A_ecdf4e,2015-12-02,Present
A_a0928e,2015-12-03,Present
A_82adcf,2015-12-04,Present
A_b22435,2015-12-07,Present
A_87c883,2015-12-08,Present
A_384565,2015-12-09,Present
A_cf5d42,2015-12-10,Present
A_4819f8,2015-12-11,Present
A_359303,2015-12-14,Present
A_f80f93,2015-12-15,Present
A_78d8ff,2015-12-16,Present
A_1ff5fb,2015-12-17,Present
A_4c3c07,2015-12-18,Present
A_81a3a6,2016-01-05,Present
A_20e466,2016-01-06,Present
A_43080e,2016-01-07,Present
A_acbbd7,2016-01-08,Present
A_fa2cce,2016-01-11,Present
A_531bab,2016-01-12,Present
A_b1ad89,2016-01-13,Present
A_7f1aa8,2016-01-14,Present
A_b6f920,2016-01-15,Present
A_8c2b9d,2016-01-19,Absent
A_3e73f0,2016-01-20,Present
A_ee366f,2016-01-21,Present
A_ef0b91,2016-01-22,Absent
A_d8e0cd,2016-01-25,Present
A_193b6d,2016-01-26,Tardy
A_e0d60d,2016-01-27,Present
A_c0e8b6,2016-01-28,Present
A_d30108,2016-01-29,Present
A_273d52,2016-02-01,Tardy
A_1f17fa,2016-02-02,Present
A_de3d74,2016-02-03,Present
A_f87e66,2016-02-04,Present
A_cc1411,2016-02-05,Present
A_0f054d,2016-02-08,Present
A_9488e1,2016-02-09,Present
A_5039f8,2016-02-10,Present
A_db1e42,2016-02-11,Present
A_11e5e6,2016-02-12,Present
A_aabe0a,2016-02-16,Present
A_ec6e5b,2016-02-17,Present
A_8ba069,2016-02-18,Present
A_f9901c,2016-02-19,Present
A_975d37,2016-02-22,Present
A_ca76c8,2016-02-23,Absent
A_2ac154,2016-02-24,Present
A_872c5d,2016-02-25,Present
A_611cf6,2016-02-26,Present
A_c3e2b1,2016-02-29,Present
A_ee7cda,2016-03-01,Present
A_8aa4c5,2016-03-02,Present
A_b1afa8,2016-03-03,Present
A_22df13,2016-03-04,Present
A_4dacb1,2016-03-07,Present
A_41e00b,2016-03-08,Present
A_04d5b9,2016-03-09,Present
A_23eca0,2016-03-10,Absent
A_a25eaf,2016-03-11,Present
A_e347a1,2016-03-14,Present
A_7cd27f,2016-03-15,Present
A_292b41,2016-03-16,Present
A_9ab41d,2016-03-17,Present
A_8aef98,2016-03-18,Present
A_605dd8,2016-03-21,Present
A_38e44d,2016-03-22,Present
A_70353d,2016-03-23,Present
A_17e823,2016-03-24,Present
A_431aed,2016-03-25,Present
A_790ec3,2016-04-04,Present
A_74e81f,2016-04-05,Present
A_262f50,2016-04-06,Present
A_236c36,2016-04-07,Absent
A_d98512,2016-04-08,Present
A_b5fca3,2016-04-11,Present
A_f5b9c6,2016-04-12,Present
A_8078ac,2016-04-13,Present
A_ed281e,2016-04-14,Present
A_7442a0,2016-04-15,Present
A_dea3d7,2016-04-18,Present
A_7f54d4,2016-04-19,Present
A_7a4c94,2016-04-20,Present
A_d543bf,2016-04-21,Present
A_cf93c2,2016-04-22,Present
A_67e56e,2016-04-25,Present
A_f92a1c,2016-04-26,Present
A_4f9d78,2016-04-27,Present
A_dc62e6,2016-04-28,Present
A_d8df28,2016-04-29,Present
A_14eeb0,2016-05-02,Present
A_c614ed,2016-05-03,Present
A_af9f97,2016-05-04,Present
A_6f5a5c,2016-05-05,Present
A_3f611a,2016-05-06,Present
A_d717d7,2016-05-09,Present
A_528170,2016-05-10,Present
A_c2f1e0,2016-05-11,Tardy
A_89cba4,2016-05-12,Absent
A_08f24c,2016-05-13,Present
A_cba33b,2016-05-16,Present
A_750844,2016-05-17,Tardy
A_600d71,2016-05-18,Present
A_057e09,2016-05-19,Present
A_9fe302,2016-05-20,Present
A_5eba17,2016-05-23,Present
A_d0ed61,2016-05-24,Present
A_886c70,2016-05-25,Absent
A_5e0c37,2016-05-26,Present
A_ebfc9d,2016-05-27,Absent
A_749c8b,2016-05-31,Present
A_d05ed9,2016-06-01,Present
A_d2f694,2016-06-02,Present
A_3cde3f,2016-06-03,Present
A_8fe417,2016-06-06,Present
A_fa43a8,2016-06-07,Absent
A_182375,2016-06-08,Present
A_56002f,2016-06-09,Present
A_7fcc80,2015-08-24,Present
A_966097,2015-08-25,Present
A_a117df,2015-08-26,Present
A_5a8a4d,2015-08-27,Present
A_673563,2015-08-28,Present
A_a162a7,2015-08-31,Present
A_a71abe,2015-09-01,Present
A_d97140,2015-09-02,Absent
A_92faf9,2015-09-03,Present
A_52d681,2015-09-04,Present
A_aaa68f,2015-09-08,Present
A_1fbeca,2015-09-09,Present
A_f04377,2015-09-10,Present
A_ef2684,2015-09-11,Present
A_c7f325,2015-09-14,Absent
A_ab2090,2015-09-15,Present
A_83cab7,2015-09-16,Present
A_4745ba,2015-09-17,Present
A_4ddb5d,2015-09-18,Present
A_126f12,2015-09-21,Present
A_9004f2,2015-09-22,Absent
A_77df4f,2015-09-23,Present
A_e1e317,2015-09-24,Present
A_fc5557,2015-09-25,Present
A_bca164,2015-09-28,Present
A_06cef3,2015-09-29,Present
A_367fe8,2015-09-30,Present
A_1538e0,2015-10-01,Present
A_5e7ec3,2015-10-02,Present
A_2b131d,2015-10-05,Present
A_0b1b23,2015-10-06,Present
A_7bb554,2015-10-07,Present
A_928853,2015-10-08,Present
A_517cc5,2015-10-12,Absent
A_699f33,2015-10-13,Present
A_04d9ba,2015-10-14,Present
A_ec53e5,2015-10-15,Absent
A_4c67c2,2015-10-16,Present
A_0677d8,2015-10-19,Present
A_c7ad92,2015-10-20,Present
A_20dc81,2015-10-21,Present
A_c13a2a,2015-10-22,Present
A_10ebe5,2015-10-23,Present
A_46d3ad,2015-10-26,Present
A_58783e,2015-10-27,Present
A_5eb8ff,2015-10-28,Present
A_3fe5ab,2015-10-29,Present
A_8dbd5e,2015-10-30,Present
A_e0988f,2015-11-02,Present
A_5a85d3,2015-11-03,Absent
A_a713de,2015-11-04,Present
A_7649fc,2015-11-05,Present
A_533a66,2015-11-06,Present
A_c3029c,2015-11-09,Present
A_afd0b3,2015-11-10,Present
A_b0a707,2015-11-11,Present
A_58ec19,2015-11-12,Present
A_eb9d91,2015-11-13,Present
A_970742,2015-11-16,Present
A_10f3fa,2015-11-17,Present
